,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_roadType,linqmap_reportRating,linqmap_magvar,linqmap_reliability,update_date,x,y
146,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 09:53:02.353,177366.4400000004,661908.0899999999
149,WEATHERHAZARD,,2022-05-15 09:51:21.000,,,"ל-4 ירושלים, אשדוד",4,5,141,5,2022-05-15 09:53:02.354,186352.71,670200.3599999994
147,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:28:43.000,,רמת גן,ארלוזורוב,2,5,297,5,2022-05-15 09:53:02.354,181692.11000000036,665511.4900000002
148,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:22:26.000,,גבעת שמואל,דוד בן גוריון,2,5,203,6,2022-05-15 09:53:02.354,185670.73000000045,664941.8800000008
152,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:09.000,,אור יהודה,יגאל אלון,2,0,0,10,2022-05-15 09:53:02.355,186290.9000000004,659876.8599999994
150,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:40:07.000,,,4 דרום,3,5,202,8,2022-05-15 09:53:02.355,188075.4299999997,671649.3000000007
151,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:50:40.000,,הרצליה,שבעת הכוכבים,2,5,253,5,2022-05-15 09:53:02.355,182967.50999999975,674247.5299999993
153,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:34:03.000,,תל אביב - יפו,החרש,2,5,13,6,2022-05-15 09:53:02.356,179777.26999999955,662925.9600000009
154,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-31 15:13:17.000,,רמת גן,רוקח,1,0,0,10,2022-05-15 09:53:02.356,182134.7000000002,666640.9199999999
155,WEATHERHAZARD,,2022-05-15 09:47:46.000,,,6 צפון,3,5,7,10,2022-05-15 09:53:02.356,196469.4299999997,653602.8399999999
156,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-15 09:53:02.357,177434.91000000015,662363.7100000009
157,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 09:53:02.357,177334.5,661514.4299999997
158,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:42:49.000,,,4 דרום,3,5,192,5,2022-05-15 09:53:02.357,186063.26999999955,668930.9600000009
162,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 09:53:02.358,177401.2000000002,662045.3599999994
159,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:34:35.000,,,ל-20 איילון דרום,4,5,181,5,2022-05-15 09:53:02.358,181604.41000000012,667799.9800000004
160,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:28:38.000,,,"ל-4 תל אביב, אשדוד",4,5,252,5,2022-05-15 09:53:02.358,185398.41000000012,663637.6999999993
161,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 09:53:02.358,177347.7999999998,661625.0600000005
164,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:45:18.000,,,6 דרום,3,5,185,5,2022-05-15 09:53:02.359,201310.0,690062.1199999992
165,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:24:19.000,,רחובות,411 מערב,6,5,330,10,2022-05-15 09:53:02.359,178190.6200000001,644970.25
163,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:51:20.000,,,4 דרום,6,5,189,5,2022-05-15 09:53:02.359,190789.54000000004,689817.1099999994
167,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:49:03.000,,,40 צפון,6,5,354,9,2022-05-15 09:53:02.360,191390.23000000045,659728.0700000003
168,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-15 09:53:02.360,177413.54000000004,662175.6099999994
166,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:50:23.000,,תל אביב - יפו,עולי ציון,2,0,331,5,2022-05-15 09:53:02.360,177199.8799999999,662258.5899999999
169,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:38:14.000,,תל אביב - יפו,קרית שאול,1,5,158,5,2022-05-15 09:53:02.361,183240.91999999995,670599.0299999993
170,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:44:40.000,,,"ל- בני ברק, רמת גן",4,5,274,5,2022-05-15 09:53:02.361,185466.4699999997,667535.6400000006
171,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-15 09:53:02.361,177381.58999999985,662031.7899999991
172,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:23:52.000,,,6 דרום,3,5,202,9,2022-05-15 09:53:02.362,201242.25,694885.5999999996
173,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,תל אביב - יפו,יהודית,2,0,0,10,2022-05-15 09:53:02.362,180244.75,664183.7100000009
174,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:36:15.000,,,"ל- קריית אונו, גבעת שמואל",4,5,255,5,2022-05-15 09:53:02.362,187096.0599999996,664112.2300000004
175,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:32:25.000,,,"ל-5 תל אביב, 444 ראש העין",4,5,224,5,2022-05-15 09:53:02.363,194679.6200000001,669879.6500000004
176,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:57.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-15 09:53:02.364,178540.1799999997,663026.1099999994
177,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:43:41.000,,,,3,5,254,10,2022-05-15 09:53:02.364,179096.3200000003,651841.8300000001
178,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:47:11.000,,,431 מזרח,3,5,107,10,2022-05-15 09:53:02.364,188442.1399999997,646416.9700000007
181,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:34:00.000,,תל אביב - יפו,שינקין,2,5,106,5,2022-05-15 09:53:02.365,179142.83999999985,663973.5199999996
179,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,10,2022-05-15 09:53:02.365,180749.91999999995,661572.5
180,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:33:11.000,,,40 צפון,6,5,42,7,2022-05-15 09:53:02.365,189039.2199999997,647667.2400000002
184,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-12 08:45:04.000,,רמת השרון,הנצח,1,0,0,6,2022-05-15 09:53:02.366,185909.0499999998,672709.9700000007
182,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:16:40.000,,,1 מערב,3,5,311,6,2022-05-15 09:53:02.366,183147.0599999996,658532.75
183,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:50:37.000,,הרצליה,הגדעונים,2,5,279,5,2022-05-15 09:53:02.366,182880.54000000004,676347.1699999999
185,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:46:23.000,,רמת גן,החשמונאים,1,5,273,5,2022-05-15 09:53:02.367,182126.41000000012,665280.75
186,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,6,2022-05-15 09:53:02.367,178698.5599999996,663005.4399999995
187,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-05 09:56:53.000,,רמת גן,תלפיות,1,0,0,10,2022-05-15 09:53:02.368,182281.0499999998,666002.6300000008
193,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:50:31.000,,,4 דרום,3,5,204,8,2022-05-15 09:53:02.369,181264.91000000012,655942.0999999996
188,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:32:09.000,,,20 איילון צפון,3,5,348,8,2022-05-15 09:53:02.369,177637.5499999998,658630.1899999995
189,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-09 18:41:55.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-15 09:53:02.369,188299.2199999997,659292.9600000009
190,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:40:52.000,,בני ברק,בארי,1,5,342,6,2022-05-15 09:53:02.369,183995.5700000003,664968.1699999999
191,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:50:38.000,,,40 צפון,6,5,33,5,2022-05-15 09:53:02.369,189249.8099999996,647973.8399999999
192,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:33:48.000,,תל אביב - יפו,שד קרן קיימת לישראל,2,5,98,5,2022-05-15 09:53:02.369,182872.4000000004,669542.1799999997
194,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:06:20.000,,,4 דרום,3,5,200,10,2022-05-15 09:53:02.369,184653.54000000004,663052.5700000003
196,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:10.000,,אור יהודה,יגאל אלון,2,0,0,10,2022-05-15 09:53:02.370,186255.74000000025,659726.9600000009
195,WEATHERHAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2022-05-15 09:27:57.000,,הרצליה,פינסקר,2,5,279,5,2022-05-15 09:53:02.370,184065.50999999975,675084.3900000006
197,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:41:27.000,,,,7,5,343,5,2022-05-15 09:53:02.370,185342.1500000004,681150.7899999991
199,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:49:59.000,,תל אביב - יפו,,2,5,249,5,2022-05-15 09:53:02.371,181118.24000000025,667584.6899999995
198,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:51:21.000,,פתח תקווה,דרך ירושלים,6,5,354,6,2022-05-15 09:53:02.371,190896.2999999998,666885.6799999997
200,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-15 09:53:02.372,177356.33999999985,661702.3200000003
205,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:46:01.000,,רחובות,דרך הים,2,5,67,5,2022-05-15 09:53:02.373,179595.96999999974,644199.1199999992
204,JAM,,2022-05-15 09:36:20.000,,בני ברק,אור החיים,1,5,95,5,2022-05-15 09:53:02.373,184574.6399999997,665686.5600000005
201,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:10.000,,אור יהודה,יגאל אלון,2,0,0,8,2022-05-15 09:53:02.373,186255.74000000025,659726.9600000009
202,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 04:00:00.000,חסר מידע,,,0,0,0,10,2022-05-15 09:53:02.373,178825.86000000034,665089.1799999997
203,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:20:47.000,,,6 דרום,3,5,177,10,2022-05-15 09:53:02.373,201395.6399999997,691511.5899999999
206,JAM,,2022-05-15 09:30:42.000,,,,4,5,69,6,2022-05-15 09:53:02.374,190396.25,654817.5299999993
207,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:46:04.000,,כפר סבא,סוקולוב,2,5,5,5,2022-05-15 09:53:02.375,190852.34999999963,675365.7599999998
208,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:37:16.000,,תל אביב - יפו,נחלת יצחק,2,5,288,5,2022-05-15 09:53:02.375,181058.50999999975,664684.8599999994
209,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-14 21:00:04.000,,תל אביב - יפו,ציונה תגר,1,0,0,6,2022-05-15 09:53:02.375,176901.25999999978,661672.7599999998
210,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,6,2022-05-15 09:53:02.375,180770.2999999998,661493.5800000001
211,WEATHERHAZARD,,2022-05-15 09:49:46.000,,,6 צפון,3,5,2,10,2022-05-15 09:53:02.375,196962.2000000002,656660.7100000009
212,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:20:35.000,,,412 צפון,6,5,47,9,2022-05-15 09:53:02.375,183558.9400000004,656644.3599999994
213,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:35:14.000,,,,4,5,270,6,2022-05-15 09:53:02.375,186079.8200000003,663899.5
214,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:25:51.000,,,4 צפון,3,5,6,6,2022-05-15 09:53:02.376,175529.45999999996,647722.4499999993
215,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:39:49.000,,רמת גן,"הרא""ה",2,5,281,7,2022-05-15 09:53:02.376,183515.5499999998,665633.7899999991
216,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:49:01.000,,,"ל-4 חיפה, 1 ירושלים תל אביב",4,4,25,5,2022-05-15 09:53:02.376,182772.6799999997,657493.3300000001
222,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 09:53:02.377,177363.59999999963,661768.3800000008
221,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:34:09.000,,פתח תקווה,זאב זבוטינסקי,2,5,267,6,2022-05-15 09:53:02.377,186050.7199999997,666656.5
220,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-15 09:50:04.000,,,20 איילון צפון,3,5,14,9,2022-05-15 09:53:02.377,179959.4400000004,662854.0700000003
219,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:44:54.000,,,471 מערב,6,5,270,10,2022-05-15 09:53:02.377,194119.6900000004,663902.3699999992
217,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,16,0,0,10,2022-05-15 09:53:02.377,178580.53000000026,663032.5
218,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:05:20.000,,קריית אונו,שד אהרון קציר,2,5,335,8,2022-05-15 09:53:02.377,185617.98000000045,663330.4800000004
223,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:41:09.000,,,20 איילון צפון,3,4,3,5,2022-05-15 09:53:02.378,180645.28000000023,664302.4000000004
224,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:43:49.000,,כפר שמריהו,המעפילים,2,5,276,5,2022-05-15 09:53:02.378,183453.96,676268.0399999991
225,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:35:46.000,,,"ל-551 כוכב יאיר, טייבה",4,5,36,10,2022-05-15 09:53:02.378,196426.21,678924.9199999999
226,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:41:10.000,,רמת גן,אסף,1,5,54,5,2022-05-15 09:53:02.379,182093.0700000003,666356.9700000007
227,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:35:31.000,,הרצליה,,20,5,6,5,2022-05-15 09:53:02.379,183406.5499999998,674572.7799999993
228,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:42:32.000,,גבעתיים,כצנלסון,2,5,309,7,2022-05-15 09:53:02.379,182746.7000000002,664885.5099999998
232,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:49:48.000,,,6 דרום,3,5,201,8,2022-05-15 09:53:02.380,197975.03000000023,681552.6199999992
229,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-14 19:43:34.000,,יהוד-מונוסון,נורדאו,1,0,0,10,2022-05-15 09:53:02.380,189948.21,659628.6099999994
230,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-15 09:53:02.380,178693.75,665885.8900000006
231,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:36:04.000,,בני ברק,דרך אם המושבות,2,5,252,5,2022-05-15 09:53:02.380,184299.54000000004,667467.4199999999
235,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:51:31.000,,,4 דרום,6,5,189,5,2022-05-15 09:53:02.381,190776.1200000001,689734.7699999996
234,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:22:57.000,,,42 צפון,6,5,358,5,2022-05-15 09:53:02.381,179863.21999999974,651743.1300000008
233,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:10:53.000,,,6 דרום,3,5,211,9,2022-05-15 09:53:02.381,196279.4699999997,653200.8000000007
236,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:40:23.000,,,6 דרום,3,5,213,10,2022-05-15 09:53:02.382,196500.23000000045,679093.1899999995
237,JAM,,2022-05-15 09:24:26.000,,תל אביב - יפו,המסגר,2,5,9,6,2022-05-15 09:53:02.382,179814.16999999993,663114.7799999993
238,ROAD_CLOSED,,2022-05-15 09:26:24.000,,גבעתיים,קרן קיימת לישראל,2,5,0,5,2022-05-15 09:53:02.382,181825.73000000045,665110.5500000007
239,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:36:47.000,,,6 דרום,3,5,198,10,2022-05-15 09:53:02.384,201139.5700000003,689195.3699999992
240,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:47:44.000,,,2 דרום,3,5,193,5,2022-05-15 09:53:02.384,187739.9299999997,692421.7699999996
241,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:43:06.000,,,7 מערב,3,5,248,10,2022-05-15 09:53:02.384,182616.24000000025,634604.3000000007
242,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:09:24.000,,,6 דרום,3,5,213,10,2022-05-15 09:53:02.384,200614.1200000001,688199.7799999993
243,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:25:30.000,,,4 דרום,3,5,186,5,2022-05-15 09:53:02.384,185580.78000000023,665832.9000000004
244,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:06:34.000,,תל אביב - יפו,,2,0,0,10,2022-05-15 09:53:02.384,177395.46999999974,662145.5199999996
245,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:46:36.000,,,1 מזרח,3,5,135,10,2022-05-15 09:53:02.385,195872.21,642611.7300000004
246,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:40:02.000,,,4 צפון,3,5,39,5,2022-05-15 09:53:02.385,189523.51999999955,675668.5299999993
247,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,2022-05-15 09:36:24.000,,תל אביב - יפו,אחד העם,1,5,57,5,2022-05-15 09:53:02.385,179117.66000000015,663981.2599999998
249,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:27:25.000,,גבעת שמואל,דוד בן גוריון,2,5,202,5,2022-05-15 09:53:02.386,185615.83999999985,664818.4399999995
251,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:41:10.000,,,6 דרום,3,5,196,9,2022-05-15 09:53:02.386,196794.75999999975,655769.8800000008
248,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:21.000,,תל אביב - יפו,שתולים,1,0,0,9,2022-05-15 09:53:02.386,180759.6799999997,661531.8699999992
250,JAM,,2022-05-15 09:42:51.000,,תל אביב - יפו,דרך נמיר,2,5,171,5,2022-05-15 09:53:02.386,180541.66000000012,668120.4800000004
252,WEATHERHAZARD,,2022-05-15 09:50:02.000,,,4 צפון,3,5,31,5,2022-05-15 09:53:02.387,183827.1399999997,659327.2699999996
253,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:28:55.000,,,57 מערב,6,5,264,7,2022-05-15 09:53:02.387,190518.58000000007,692268.7400000002
254,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:22:10.000,,,"ל-44 חולון (שד קוגל) יפו, רמלה",4,5,75,5,2022-05-15 09:53:02.387,179026.2000000002,660424.9499999993
255,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-05 13:08:13.000,,תל אביב - יפו,רוני,1,0,0,10,2022-05-15 09:53:02.388,180468.24000000025,661860.9900000002
256,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:50:15.000,,,4 צפון,6,5,9,5,2022-05-15 09:53:02.388,190814.3200000003,689886.5500000007
257,WEATHERHAZARD,,2022-05-15 09:50:03.000,,,ל-5 תל אביב,4,5,267,6,2022-05-15 09:53:02.388,193425.3899999997,669272.0500000007
260,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:21:38.000,,גבעת שמואל,,2,5,246,5,2022-05-15 09:53:02.389,186170.75999999975,664942.3100000005
258,ACCIDENT,ACCIDENT_MINOR,2022-05-15 09:50:56.000,,חולון,המרכבה,2,5,359,5,2022-05-15 09:53:02.389,182012.0,657706.1199999992
259,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-11-16 06:00:01.000,,תל אביב - יפו,בן סרוק,1,0,0,10,2022-05-15 09:53:02.389,179748.33000000007,666135.5099999998
262,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 18:24:21.000,,יהוד-מונוסון,,1,0,0,9,2022-05-15 09:53:02.390,189608.8799999999,659721.5999999996
263,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-15 09:53:02.390,178626.95999999996,663024.7799999993
261,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:38:26.000,,,6 דרום,3,5,201,10,2022-05-15 09:53:02.390,199460.66999999995,685670.0500000007
266,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 05:00:00.000,חסר מידע,,,0,0,0,10,2022-05-15 09:53:02.391,178825.86000000034,665089.1799999997
267,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:50:25.000,,,1 מזרח,3,5,128,6,2022-05-15 09:53:02.391,191437.7199999997,653596.1199999992
264,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-09 18:41:55.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-15 09:53:02.391,188285.58999999985,659377.2899999991
265,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:15:15.000,,,6 צפון,3,5,51,10,2022-05-15 09:53:02.391,190522.6500000004,646527.2100000009
270,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:22:34.000,,,1 מערב,3,5,343,10,2022-05-15 09:53:02.392,194020.3099999996,646218.3800000008
269,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,7,2022-05-15 09:53:02.392,180759.6799999997,661531.8699999992
268,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:45:49.000,,,20 איילון צפון,3,5,6,6,2022-05-15 09:53:02.392,177658.66000000015,657558.8900000006
271,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 09:48:38.000,,,5 מזרח,3,5,113,10,2022-05-15 09:53:02.393,187877.96,669644.6699999999
272,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:30:02.000,,נתניה,57 מזרח,6,5,95,5,2022-05-15 09:53:02.394,189072.41000000012,692231.9700000007
273,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:40:19.000,,,431 מערב,3,5,338,5,2022-05-15 09:53:02.394,177193.75,653197.3599999994
279,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:37:16.000,,,6 דרום,3,5,189,9,2022-05-15 09:53:02.395,196043.2000000002,678016.0600000005
277,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:36:03.000,,פתח תקווה,דרך שלמה שמלצר,2,5,269,6,2022-05-15 09:53:02.395,186059.96,667488.1500000004
278,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-13 12:51:07.000,,תל אביב - יפו,הר ציון,2,0,0,10,2022-05-15 09:53:02.395,179177.2000000002,662945.9700000007
275,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:39:22.000,,גבעת שמואל,זבוטינסקי,2,5,9,6,2022-05-15 09:53:02.395,185988.7000000002,663928.7799999993
274,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:27:57.000,,תל אביב - יפו,יגאל אלון,2,5,10,5,2022-05-15 09:53:02.395,180586.61000000036,663774.1099999994
276,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:23:58.000,,חולון,שד לוי אשכול,2,5,25,8,2022-05-15 09:53:02.395,178957.88999999966,660088.0999999996
280,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 19:51:28.000,,אור יהודה,,1,0,0,10,2022-05-15 09:53:02.396,186004.1399999997,659312.2799999993
281,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 09:20:12.000,,תל אביב - יפו,,2,0,0,10,2022-05-15 09:53:02.396,179075.4500000002,663147.9499999993
282,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:48:59.000,,,,4,5,106,6,2022-05-15 09:53:02.396,180977.33000000007,650830.0500000007
283,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-20 19:00:02.000,,אור יהודה,דוד אלעזר,1,0,0,10,2022-05-15 09:53:02.396,187498.5599999996,659374.9499999993
285,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 09:53:02.397,177386.4299999997,662058.9399999995
284,JAM,,2022-05-15 09:44:29.000,,פתח תקווה,,2,5,244,5,2022-05-15 09:53:02.397,187844.49000000025,668712.3100000005
288,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 09:20:12.000,,תל אביב - יפו,,2,0,0,10,2022-05-15 09:53:02.398,179107.7000000002,663112.9000000004
286,JAM,,2022-05-15 09:34:05.000,,,443 מערב,6,5,290,6,2022-05-15 09:53:02.398,198964.75999999975,649338.8399999999
287,JAM,,2022-05-15 09:24:10.000,,,471 מערב,3,5,263,8,2022-05-15 09:53:02.398,187661.91000000012,664253.25
289,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:29:52.000,,תל אביב - יפו,הרצל,2,5,353,5,2022-05-15 09:53:02.399,178500.75999999978,662947.8599999994
290,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:36:40.000,,רמת גן,מקס ואנה ווב,2,5,181,6,2022-05-15 09:53:02.399,185533.78000000023,664022.0999999996
291,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-24 16:37:58.000,,חולון,אילת,2,0,0,8,2022-05-15 09:53:02.399,177947.29000000004,658711.3100000005
292,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:44:05.000,,בני ברק,"רש""י",1,2,7,5,2022-05-15 09:53:02.400,184577.08999999985,665602.0500000007
293,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:41:18.000,,גבעת שמואל,זבוטינסקי,2,5,12,6,2022-05-15 09:53:02.400,186007.91999999995,664030.5099999998
294,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:48:28.000,,,4 צפון,3,5,73,5,2022-05-15 09:53:02.400,178697.03000000026,651710.8200000003
